fips,country,state,county,level,lat,locationId,long,population,metrics.testPositivityRatio,metrics.testPositivityRatioDetails.source,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall,riskLevels.testPositivityRatio,riskLevels.caseDensity,riskLevels.contactTracerCapacityRatio,riskLevels.infectionRate,riskLevels.icuHeadroomRatio,riskLevels.icuCapacityRatio,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,lastUpdatedDate,url,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered
14010,US,,,cbsa,,iso1:us#cbsa:14010,,171517,0.003,other,1.1,,0.57,0.78,,,0.53,1,0,1,4,0,4,0,18559,225,,,,370,206,5,0.48,32,17,1,0.72,0,,103051,78566,2021-06-25,,0.601,0.458,1,159596
14020,US,,,cbsa,,iso1:us#cbsa:14020,,169230,0.024,other,4.8,,0.83,0.54,,,,1,0,1,4,0,4,4,14367,238,,,,,,,,,,,,12,,83664,79445,2021-06-25,,0.494,0.469,0,
14100,US,,,cbsa,,iso1:us#cbsa:14100,,83194,0.016,other,0.6,,0.57,0.88,,,0.8,0,0,0,4,0,4,1,7906,202,,,,797,934,43,0.6208657465495608,229,182,5,0.9870742358078602,1,,44250,40201,2021-06-25,,0.532,0.483,0,
14140,US,,,cbsa,,iso1:us#cbsa:14140,,105633,0.045,other,6.9,,0.89,0.62,,,,1,1,1,4,0,4,4,9584,206,,,,,,,,,,,,12,,41369,34954,2021-06-25,,0.392,0.331,0,
14160,US,,,cbsa,,iso1:us#cbsa:14160,,28296,0.04,other,1.5,,1.03,1.18,,,0.38,1,1,1,4,1,4,0,2980,83,,,,62,15,0,0.21,3,1,,0.2,0,,9783,9245,2021-06-25,,0.346,0.327,0,
14180,US,,,cbsa,,iso1:us#cbsa:14180,,40651,0.004,other,2.1,,0.9,1.01,,,,1,0,1,4,0,4,4,5921,110,,,,124,29,1,0.27,1,0,0,0.16,0,,12071,9794,2021-06-25,,0.297,0.241,0,
14220,US,,,cbsa,,iso1:us#cbsa:14220,,46194,0.02,other,6.5,,1.0,0.94,,,0.4,1,0,1,4,1,4,0,4465,134,,,,117,20,2,0.29,9,3,1,0.02,5,,14155,12968,2021-06-25,,0.306,0.281,0,
14260,US,,,cbsa,,iso1:us#cbsa:14260,,749202,0.038,other,4.0,,0.88,0.22,,,,1,1,1,4,0,4,4,84365,865,,,,1622,799,150,0.5938594327990135,136,,,,31,,323243,298698,2021-06-25,,0.431,0.399,0,
14300,US,,,cbsa,,iso1:us#cbsa:14300,,35514,0.019,other,5.2,,1.22,1.02,,,,2,0,1,4,2,4,4,3485,109,,,,317,15,1,0.49,2,,2,0.04,3,,10944,9774,2021-06-25,,0.308,0.275,0,19246
14380,US,,,cbsa,,iso1:us#cbsa:14380,,56177,0.014,other,14.5,,0.73,0.58,,,0.64,2,0,2,4,0,4,0,4839,33,,,,217,42,1,0.41,10,6,2,0.5,19,,28343,26297,2021-06-25,,0.505,0.468,0,
14420,US,,,cbsa,,iso1:us#cbsa:14420,,20938,0.056,other,96.9,,1.06,0.41,,,,5,1,5,4,1,4,4,2412,72,,,,25,10,1,0.29,1,0,1,0.08,0,,5796,4966,2021-06-25,,0.277,0.237,0,10477
14460,US,,,cbsa,,iso1:us#cbsa:14460,,4873019,0.004,other,1.0,,0.76,0.18,,,0.79,0,0,0,4,0,4,1,465057,11636,,,,17875,9925,42,0.7311636363636365,900,711,50,0.675806502775575,68,,3266963,2831020,2021-06-25,,0.67,0.581,2,
14500,US,,,cbsa,,iso1:us#cbsa:14500,,326196,0.008,other,2.3,,0.82,0.54,,,0.7,1,0,1,4,0,4,0,24042,261,,,,805,402,18,0.58,66,46,9,0.58,7,,173396,153205,2021-06-25,,0.532,0.47,0,
14540,US,,,cbsa,,iso1:us#cbsa:14540,,179240,0.07,other,3.7,,0.78,0.58,,,,1,1,1,4,0,4,4,20810,280,,,,,,,,,,,,6,,66129,57366,2021-06-25,,0.369,0.32,3,
14580,US,,,cbsa,,iso1:us#cbsa:14580,,114434,0.008,other,1.4,,0.58,0.87,,,0.74,1,0,1,4,0,4,1,15016,63,,,,90,81,0,0.7,20,14,2,0.63,5,,61344,52086,2021-06-25,,0.536,0.455,0,109126
14620,US,,,cbsa,,iso1:us#cbsa:14620,,40625,0.024,other,1.1,,0.63,1.13,,,0.26,1,0,1,4,0,4,0,3808,72,,,,138,1,0,0.31,5,1,1,0.01,0,,18496,10399,2021-06-25,,0.455,0.256,0,
14660,US,,,cbsa,,iso1:us#cbsa:14660,,94834,0.009,other,1.7,,0.61,0.86,,,,1,0,1,4,0,4,4,9686,127,,,,209,,,0.4199521531100479,14,,,,2,,42184,39900,2021-06-25,,0.445,0.421,0,
14700,US,,,cbsa,,iso1:us#cbsa:14700,,55928,0.106,other,47.0,,1.14,0.33,,,0.85,3,2,3,4,2,4,2,5910,99,,,,157,89,6,0.72,13,11,5,0.67,57,,15672,13680,2021-06-25,,0.28,0.245,0,
14720,US,,,cbsa,,iso1:us#cbsa:14720,,31011,0.027,other,4.6,,1.23,1.07,,,0.84,2,0,1,4,2,4,2,3755,8,,,,35,208,8,0.31,61,51,4,0.06,0,,18826,16634,2021-06-25,,0.607,0.536,0,
14740,US,,,cbsa,,iso1:us#cbsa:14740,,271473,0.019,other,4.4,,0.84,0.46,,,0.8,1,0,1,4,0,4,1,8761,117,,,,463,212,7,0.58,49,39,5,0.55,16,,128587,118182,2021-06-25,,0.474,0.435,0,
14780,US,,,cbsa,,iso1:us#cbsa:14780,,35882,0.076,other,8.0,,0.78,0.71,0.19,,,1,1,1,4,0,0,4,4245,94,,,,60,14,4,0.22,5,,1,0.18,3,,14899,12983,2021-06-25,,0.415,0.362,0,27131
14820,US,,,cbsa,,iso1:us#cbsa:14820,,34385,0.017,other,0.8,,1.21,1.13,,,,0,0,0,4,2,4,4,2385,33,,,,92,11,0,0.61,6,0,0,0.42,0,,15701,15106,2021-06-25,,0.457,0.439,0,
14860,US,,,cbsa,,iso1:us#cbsa:14860,,943332,0.005,other,1.3,,0.82,0.4,,,0.45,1,0,1,4,0,4,0,100020,2202,,,,1757,1313,12,0.64,206,93,1,0.51,20,,590938,524738,2021-06-25,,0.626,0.556,0,
15020,US,,,cbsa,,iso1:us#cbsa:15020,,34153,0.01,other,1.7,,0.99,1.17,,,0.45,1,0,1,4,1,4,0,4012,113,,,,99,29,2,0.23,8,3,1,0.38,3,,9032,8150,2021-06-25,,0.264,0.239,0,16840
15060,US,,,cbsa,,iso1:us#cbsa:15060,,22925,0.141,other,22.4,,1.29,0.82,,,,2,2,2,4,2,4,4,732,11,,,,24,7,1,0.31,0,,,,7,,10971,9516,2021-06-25,,0.479,0.415,0,19675
15100,US,,,cbsa,,iso1:us#cbsa:15100,,35077,0.021,other,0.4,,1.0,1.17,,,,0,0,0,4,1,4,4,4235,37,,,,49,6,0,0.26,2,0,1,,1,,14880,14179,2021-06-25,,0.424,0.404,0,27645
15140,US,,,cbsa,,iso1:us#cbsa:15140,,17304,0.036,other,0.0,,1.05,1.15,,,,0,1,0,4,1,4,4,2719,62,,,,,,,,,,,,0,,6256,5280,2021-06-25,,0.385,0.336,0,
15180,US,,,cbsa,,iso1:us#cbsa:15180,,423163,0.081,other,8.3,,1.06,0.24,,,0.8,1,1,1,4,1,4,1,42019,1681,,,,1418,741,32,0.58,100,80,7,0.68,24,,252703,212510,2021-06-25,,0.597,0.502,2,450587
15220,US,,,cbsa,,iso1:us#cbsa:15220,,37864,0.016,other,10.2,,0.86,0.83,,,0.87,2,0,2,4,0,4,3,4355,139,,,,188,20,0,0.39,5,4,0,0.25,0,,11587,10536,2021-06-25,,0.306,0.278,0,18782
15260,US,,,cbsa,,iso1:us#cbsa:15260,,118779,0.007,other,4.6,,1.08,0.87,,,,1,0,1,4,1,4,4,10859,235,,,,,,,,,,,,7,,42669,39491,2021-06-25,,0.359,0.332,0,79997
15340,US,,,cbsa,,iso1:us#cbsa:15340,,41494,0.008,other,3.4,,0.96,0.99,,,0.44,1,0,1,4,1,4,0,4046,110,,,,75,26,0,0.44,11,4,0,0.45,0,,15060,14152,2021-06-25,,0.363,0.341,0,
15380,US,,,cbsa,,iso1:us#cbsa:15380,,1127983,0.005,other,0.6,,0.51,0.37,,,0.61,0,0,0,4,0,4,0,109680,2185,,,,4143,1884,38,0.6873087134926382,400,243,12,0.721,9,,648389,586772,2021-06-25,,0.575,0.52,0,
15420,US,,,cbsa,,iso1:us#cbsa:15420,,45069,0.032,other,2.9,,1.02,0.99,,,,1,1,1,4,1,4,4,5326,61,,,,56,20,2,0.38,7,4,,,1,,12196,10959,2021-06-25,,0.271,0.243,0,
15460,US,,,cbsa,,iso1:us#cbsa:15460,,45613,0.015,other,2.8,,0.8,1.02,,,,1,0,1,4,0,4,4,5209,95,,,,,,,,,,,,0,,17545,15771,2021-06-25,,0.385,0.346,0,38389
15500,US,,,cbsa,,iso1:us#cbsa:15500,,169509,0.027,other,3.9,,0.7,0.54,,,,1,0,1,4,0,4,4,18968,289,,,,238,11,1,0.57,8,6,1,0.46,3,,77260,72660,2021-06-25,,0.456,0.429,0,
15540,US,,,cbsa,,iso1:us#cbsa:15540,,220411,0.003,other,0.5,,0.85,0.96,,,0.75,0,0,0,4,0,4,1,9774,145,,,,632,454,8,0.720126582278481,54,40,2,,1,,156716,128958,2021-06-25,,0.711,0.585,0,
15580,US,,,cbsa,,iso1:us#cbsa:15580,,34915,0.033,other,6.5,,1.06,0.93,,,0.65,1,1,1,4,1,4,0,4157,86,,,,206,52,2,0.57,11,7,0,0.48,0,,18158,16796,2021-06-25,,0.52,0.481,0,34164
15620,US,,,cbsa,,iso1:us#cbsa:15620,,48749,0.012,other,2.1,,0.85,1.01,,,,1,0,1,4,0,4,4,4413,74,,,,,,,,,,,,1,,21041,19729,2021-06-25,,0.432,0.405,0,40770
15660,US,,,cbsa,,iso1:us#cbsa:15660,,57963,0.026,other,3.5,,0.9,0.92,,,0.9,1,0,1,4,0,4,3,8322,120,,,,69,61,1,0.68,10,9,1,0.65,5,,17191,15345,2021-06-25,,0.297,0.265,2,31933
15680,US,,,cbsa,,iso1:us#cbsa:15680,,113510,0.016,other,0.6,,0.9,1.05,,,0.83,0,0,0,4,0,4,2,6053,132,,,,96,91,2,0.74,8,7,1,0.39,0,,54894,50771,2021-06-25,,0.484,0.447,0,
15700,US,,,cbsa,,iso1:us#cbsa:15700,,31929,0.012,other,1.3,,0.8,1.17,,,,1,0,1,4,0,4,4,2851,65,,,,413,,,0.93,0,,,,3,,14703,13430,2021-06-25,,0.46,0.421,0,
15740,US,,,cbsa,,iso1:us#cbsa:15740,,38875,0.003,other,2.2,,0.87,0.94,,,0.48,1,0,1,4,0,4,0,3254,54,,,,255,24,1,0.46,8,4,1,0.3,2,,13664,12859,2021-06-25,,0.351,0.331,0,
15780,US,,,cbsa,,iso1:us#cbsa:15780,,28571,,other,16.0,,0.95,0.74,,,,2,4,2,4,1,4,4,2847,66,,,,,,,,,,,,4,,10756,8727,2021-06-25,,0.376,0.305,0,
15820,US,,,cbsa,,iso1:us#cbsa:15820,,36710,0.032,other,2.7,,0.78,0.88,,,,1,1,1,4,0,4,4,4420,71,,,,125,45,,0.4372,8,,,,2,,14285,12392,2021-06-25,,0.389,0.338,0,
15860,US,,,cbsa,,iso1:us#cbsa:15860,,47839,0.007,other,5.7,,0.64,0.81,,,0.64,1,0,1,4,0,4,0,6530,63,,,,25,14,1,0.64,4,2,1,0.3,3,,12776,11289,2021-06-25,,0.267,0.236,0,
15940,US,,,cbsa,,iso1:us#cbsa:15940,,397520,0.007,other,2.1,,0.69,0.45,,,,1,0,1,4,0,4,4,35347,978,,,,,,,,,,,,17,,173519,159110,2021-06-25,,0.437,0.4,0,
15980,US,,,cbsa,,iso1:us#cbsa:15980,,770577,0.049,other,6.1,,0.83,0.25,,,0.75,1,1,1,4,0,4,1,72170,1009,,,,2439,1342,49,0.85,150,112,12,0.79,0,,400716,336939,2021-06-25,,0.52,0.437,0,
16020,US,,,cbsa,,iso1:us#cbsa:16020,,96765,,other,4.1,,1.06,0.85,,,,1,4,1,4,1,4,4,11230,164,,,,,,,,,,,,0,,33101,29395,2021-06-25,,0.342,0.304,0,
16060,US,,,cbsa,,iso1:us#cbsa:16060,,135764,0.015,other,4.3,,0.8,0.68,,,,1,0,1,4,0,4,4,14206,244,,,,,,,,,,,,4,,63500,48412,2021-06-25,,0.468,0.357,0,94014
16100,US,,,cbsa,,iso1:us#cbsa:16100,,58460,0.008,other,3.2,,0.89,0.79,,,0.46,1,0,1,4,0,4,0,6942,140,,,,148,30,0,0.27,12,5,0,,1,4750,19315,16437,2021-06-25,,0.33,0.281,0,26438
16140,US,,,cbsa,,iso1:us#cbsa:16140,,20165,0.024,other,4.1,,1.13,1.17,,,,2,0,1,4,2,4,4,2871,52,,,,116,26,0,0.33,4,2,0,0.21,0,,10319,9862,2021-06-25,,0.512,0.489,0,20041
16180,US,,,cbsa,,iso1:us#cbsa:16180,,55916,0.064,other,5.1,,0.85,0.86,,,0.87,1,1,1,4,0,4,3,6609,124,,,,255,128,2,0.67,15,13,0,0.61,3,,29514,27324,2021-06-25,,0.528,0.489,0,54496
16220,US,,,cbsa,,iso1:us#cbsa:16220,,79858,0.027,other,6.1,,0.84,0.74,,,,1,0,1,4,0,4,4,8220,138,,,,414,3,7,0.55,20,10,1,0.56,8,,27365,24703,2021-06-25,,0.343,0.31,0,
16260,US,,,cbsa,,iso1:us#cbsa:16260,,54839,0.081,other,4.9,,0.65,0.7,,,0.6,1,1,1,4,0,4,0,6071,34,,,,48,18,4,0.37,6,3,2,0.35,0,,18340,13972,2021-06-25,,0.334,0.255,0,
16300,US,,,cbsa,,iso1:us#cbsa:16300,,273032,0.036,other,3.3,,0.84,0.52,,,,1,1,1,4,0,4,4,26868,452,,,,1065,397,20,,50,,,,3,,145126,136387,2021-06-25,,0.532,0.5,1,270884
16340,US,,,cbsa,,iso1:us#cbsa:16340,,42613,0.008,other,1.6,,1.06,1.16,,,,1,0,1,4,1,4,4,5744,100,,,,25,26,0,0.84,0,,,,1,,12276,11058,2021-06-25,,0.288,0.259,1,23165
16380,US,,,cbsa,,iso1:us#cbsa:16380,,41172,0.013,other,1.7,,0.8,1.2,,,0.31,1,0,1,4,0,4,0,4878,85,,,,88,12,0,0.41,5,1,1,0.51,1,,12941,12377,2021-06-25,,0.314,0.301,0,
16420,US,,,cbsa,,iso1:us#cbsa:16420,,30622,0.019,other,0.9,,0.64,0.96,,,1.0,0,0,0,4,0,4,3,3072,67,,,,90,42,0,0.27,7,7,1,0.51,1,,12313,10682,2021-06-25,,0.402,0.349,0,
16460,US,,,cbsa,,iso1:us#cbsa:16460,,37205,0.003,other,1.9,,1.04,1.1,,,0.23,1,0,1,4,1,4,0,4518,123,,,,149,40,1,0.43,13,3,1,0.45,2,,14752,11247,2021-06-25,,0.397,0.302,0,22139
16500,US,,,cbsa,,iso1:us#cbsa:16500,,80707,0.021,other,12.9,,0.71,0.39,,,0.62,2,0,2,4,0,4,0,5297,75,,,,153,54,5,0.46,4,2,1,0.59,17,,30359,26788,2021-06-25,,0.376,0.332,1,
16540,US,,,cbsa,,iso1:us#cbsa:16540,,155027,0.013,other,2.7,,0.64,0.64,,,0.77,1,0,1,4,0,4,1,15453,374,,,,454,186,5,0.5,26,20,2,,4,,54757,49151,2021-06-25,,0.353,0.317,1,
16580,US,,,cbsa,,iso1:us#cbsa:16580,,226033,0.003,other,1.4,,0.57,0.66,,,,1,0,1,4,0,4,4,22646,184,,,,696,533,26,0.6908045977011494,70,,,,4,,135430,103251,2021-06-25,,0.599,0.457,1,212040
16620,US,,,cbsa,,iso1:us#cbsa:16620,,257074,0.022,other,2.8,,0.64,0.44,,,,1,0,1,4,0,4,4,21499,486,,,,,,,,,,,,4,,131348,113548,2021-06-25,,0.511,0.442,0,
16660,US,,,cbsa,,iso1:us#cbsa:16660,,61387,0.011,other,1.9,,0.81,0.98,,,,1,0,1,4,0,4,4,7077,134,,,,,,,,,,,,0,,25168,19188,2021-06-25,,0.41,0.313,1,37412
16700,US,,,cbsa,,iso1:us#cbsa:16700,,802122,0.021,other,1.6,,0.77,0.36,,,,1,0,1,4,0,4,4,80208,941,,,,,,,,211,,,,22,,367455,315881,2021-06-25,,0.458,0.394,1,
16740,US,,,cbsa,,iso1:us#cbsa:16740,,2636883,0.025,other,2.5,,0.83,0.16,,,0.82,1,0,1,4,0,4,2,284346,3234,,,,6029,4301,114,0.7040918892021893,494,398,32,0.7015153267784845,71,,1097328,1010463,2021-06-25,,0.416,0.383,1,
16820,US,,,cbsa,,iso1:us#cbsa:16820,,218615,0.008,other,1.4,,0.76,0.82,,,,1,0,1,4,0,4,4,13970,193,,,,,,,,,,,,6,,139297,118562,2021-06-25,,0.637,0.542,0,246401
16860,US,,,cbsa,,iso1:us#cbsa:16860,,565194,0.022,other,3.0,,0.84,0.33,,,,1,0,1,4,0,4,4,66497,763,,,,,,,,,,,,16,,223161,190058,2021-06-25,,0.395,0.336,1,
16940,US,,,cbsa,,iso1:us#cbsa:16940,,99500,0.075,other,30.9,,1.08,0.27,,,0.46,3,1,3,4,1,4,0,10251,120,,,,236,153,19,0.54,25,11,8,0.53,35,,37066,34179,2021-06-25,,0.373,0.31,0,
16980,US,,,cbsa,,iso1:us#cbsa:16980,,9458539,0.008,other,1.8,,0.77,0.1,,,0.65,1,0,1,4,0,4,0,983359,17955,,,,28772,15475,372,0.6122063116919226,2486,1623,104,0.5717382812499999,174,,5912033,4555810,2021-06-25,,0.625,0.482,7,
17020,US,,,cbsa,,iso1:us#cbsa:17020,,219186,0.021,other,2.8,,0.69,0.49,,,0.77,1,0,1,4,0,4,1,12666,198,,,,641,348,7,0.79,38,29,1,0.56,4,,92998,80822,2021-06-25,,0.424,0.369,0,167796
17060,US,,,cbsa,,iso1:us#cbsa:17060,,76666,0.004,other,1.3,,0.94,0.95,,,0.93,1,0,1,4,1,4,3,6950,163,,,,261,167,2,0.59,12,11,0,0.67,2,,29455,27470,2021-06-25,,0.384,0.358,0,
17140,US,,,cbsa,,iso1:us#cbsa:17140,,2221208,0.007,other,2.7,,0.96,0.18,,,,1,0,1,4,1,4,4,224077,3134,,,,8256,3520,,0.6894307170542636,678,,,,73,,1073389,976439,2021-06-25,,0.483,0.44,0,
17220,US,,,cbsa,,iso1:us#cbsa:17220,,92399,0.035,other,6.5,,0.71,0.54,,,,1,1,1,4,0,4,4,8099,111,,,,,,,,,,,,6,,37958,34015,2021-06-25,,0.411,0.368,0,
17260,US,,,cbsa,,iso1:us#cbsa:17260,,22124,0.029,other,6.5,,1.2,1.16,,,,2,0,1,4,2,4,4,2997,84,,,,181,8,0,0.17,9,5,1,0.42,7,,7420,6676,2021-06-25,,0.335,0.302,0,13540
17300,US,,,cbsa,,iso1:us#cbsa:17300,,307820,0.02,other,2.9,,0.8,0.46,,,,1,0,1,4,0,4,4,30823,383,,,,1122,230,,0.5329500891265597,36,,,,14,,115659,98160,2021-06-25,,0.376,0.319,0,
17340,US,,,cbsa,,iso1:us#cbsa:17340,,64386,0.012,other,0.9,,0.77,0.9,,,0.79,0,0,0,4,0,4,1,3566,53,,,,62,31,0,0.69,8,6,0,0.66,2,,27956,24358,2021-06-25,,0.434,0.378,8,50202
17380,US,,,cbsa,,iso1:us#cbsa:17380,,30628,0.033,other,3.3,,1.03,0.96,,,1.0,1,1,1,4,1,4,3,4844,133,,,,164,32,1,0.21,7,7,1,0.5,2,,13286,11954,2021-06-25,,0.434,0.39,0,24420
17420,US,,,cbsa,,iso1:us#cbsa:17420,,124942,0.047,other,1.5,,0.71,0.86,,,,1,1,1,4,0,4,4,17413,176,,,,,,,,,,,,4,,38924,32851,2021-06-25,,0.312,0.279,0,
17460,US,,,cbsa,,iso1:us#cbsa:17460,,2048449,0.003,other,2.1,,0.78,0.2,,,0.72,1,0,1,4,0,4,1,185292,3535,,,,9753,4784,107,0.6461704091048908,1011,723,54,0.7404746433112022,36,,1077519,989802,2021-06-25,,0.526,0.483,0,
17500,US,,,cbsa,,iso1:us#cbsa:17500,,42022,0.1,other,6.1,,0.77,0.87,,,,1,1,1,4,0,4,4,4902,87,,,,29,6,1,0.21,3,,,0.0,0,,14625,12298,2021-06-25,,0.348,0.293,0,
17540,US,,,cbsa,,iso1:us#cbsa:17540,,46429,0.004,other,0.3,,0.94,1.19,,,0.46,0,0,0,4,1,4,0,5615,93,,,,265,45,2,0.25,15,6,1,0.51,0,,19660,18282,2021-06-25,,0.423,0.394,0,33206
17580,US,,,cbsa,,iso1:us#cbsa:17580,,48954,0.008,other,2.0,,1.05,0.85,,,0.37,1,0,1,4,1,4,0,5323,85,,,,106,27,1,0.34,7,2,0,0.45,2,6600,16030,13349,2021-06-25,,0.327,0.273,0,19366
17620,US,,,cbsa,,iso1:us#cbsa:17620,,38336,,other,0.7,,1.0,1.17,,,,0,4,0,4,1,4,4,1170,,,,,,,,,,,,,0,,16168,12582,2021-06-25,,0.422,0.328,,
17640,US,,,cbsa,,iso1:us#cbsa:17640,,27128,0.023,other,0.0,,1.0,1.17,,,,0,0,0,4,1,4,4,1209,,,,,,,,,,,,,0,,14265,11101,2021-06-25,,0.526,0.409,,
17660,US,,,cbsa,,iso1:us#cbsa:17660,,165697,0.079,other,9.7,,0.88,0.37,,,0.74,1,1,1,4,0,4,1,19030,216,,,,434,305,21,0.61,38,28,8,0.74,22,,57164,51408,2021-06-25,,0.345,0.31,2,
17700,US,,,cbsa,,iso1:us#cbsa:17700,,31829,0.012,other,0.0,,1.08,1.14,,,0.4,0,0,0,4,1,4,0,3479,84,,,,47,10,0,0.25,5,2,0,0.2,0,,11387,9634,2021-06-25,,0.358,0.303,0,
17740,US,,,cbsa,,iso1:us#cbsa:17740,,43517,0.054,other,12.6,,0.91,0.73,,,0.44,2,1,2,4,1,4,0,5751,120,,,,87,26,1,0.37,10,4,0,0.37,3,,15381,14237,2021-06-25,,0.353,0.327,0,29618
17780,US,,,cbsa,,iso1:us#cbsa:17780,,264728,0.063,other,5.8,,0.91,0.37,,,,1,1,1,4,1,4,4,32627,354,,,,,,37,,,,10,,20,,111879,95604,2021-06-25,,0.423,0.361,0,199849
17820,US,,,cbsa,,iso1:us#cbsa:17820,,745791,0.029,other,9.9,,0.82,0.15,,,0.75,1,0,1,4,0,4,1,74900,887,,,,1732,572,37,0.6369688221709007,123,91,10,0.6,102,,301024,265971,2021-06-25,,0.404,0.357,0,
17860,US,,,cbsa,,iso1:us#cbsa:17860,,208173,0.054,other,8.4,,1.2,0.48,,,,2,1,1,4,2,4,4,21795,151,,,,1183,,,0.5798224852071007,140,,,,29,,99107,87933,2021-06-25,,0.476,0.422,0,
17900,US,,,cbsa,,iso1:us#cbsa:17900,,838433,0.014,other,1.9,,0.82,0.31,,,,1,0,1,4,0,4,4,91203,1368,,,,3484,,,0.6857204362801378,189,,,,59,,362215,311376,2021-06-25,,0.432,0.371,0,
17980,US,,,cbsa,,iso1:us#cbsa:17980,,321048,,other,7.0,,1.01,0.29,,,,1,4,1,4,1,4,4,30663,686,,,,,,,,,,,,27,,94900,82860,2021-06-25,,0.296,0.258,0,172375
18020,US,,,cbsa,,iso1:us#cbsa:18020,,83779,0.014,other,1.7,,0.88,0.94,,,0.76,1,0,1,4,0,4,1,8196,162,,,,225,139,1,0.43,17,12,0,0.51,0,,40035,37694,2021-06-25,,0.478,0.45,0,
18060,US,,,cbsa,,iso1:us#cbsa:18060,,58595,0.043,other,5.9,,0.88,0.74,,,0.64,1,1,1,4,0,4,0,6533,150,,,,315,119,2,0.41,16,10,0,0.47,9,,19662,17815,2021-06-25,,0.336,0.304,0,36253
18100,US,,,cbsa,,iso1:us#cbsa:18100,,33470,0.013,other,,,,,,,0.62,4,0,4,4,4,4,0,,,,,,47,16,0,0.42,9,5,3,0.31,,,11829,10832,2021-06-25,,0.353,0.324,,
18140,US,,,cbsa,,iso1:us#cbsa:18140,,2122271,0.006,other,3.3,,1.0,0.18,,,0.81,1,0,1,4,1,4,2,208239,2424,,,,7285,4067,101,0.6676540837336992,648,527,44,0.6902752091589609,78,,1053515,978321,2021-06-25,,0.496,0.461,0,
18180,US,,,cbsa,,iso1:us#cbsa:18180,,151391,0.01,other,1.0,,0.72,0.84,,,0.84,0,0,0,4,0,4,2,9677,116,,,,395,221,3,0.71,19,16,2,0.67,1,,96226,85600,2021-06-25,,0.636,0.565,0,
18220,US,,,cbsa,,iso1:us#cbsa:18220,,23102,0.023,other,0.0,,1.0,1.17,,,,0,0,0,4,1,4,4,2985,66,,,,99,,,0.21,20,,,0.02,0,,7091,6645,2021-06-25,,0.307,0.288,0,
18260,US,,,cbsa,,iso1:us#cbsa:18260,,114272,0.025,other,0.6,,0.7,1.02,,,,0,0,0,4,0,4,4,16306,278,,,,,,,,,,,,0,,41445,34979,2021-06-25,,0.367,0.334,0,
18300,US,,,cbsa,,iso1:us#cbsa:18300,,64487,0.008,other,2.9,,1.06,0.98,,,0.93,1,0,1,4,1,4,3,2177,37,,,,218,110,2,0.49,7,7,0,0.51,2,,30095,26997,2021-06-25,,0.467,0.419,0,55130
18380,US,,,cbsa,,iso1:us#cbsa:18380,,22372,0.034,other,2.6,,1.03,1.21,,,0.7,1,1,1,4,1,4,0,2117,89,,,,73,44,1,0.54,15,10,1,0.63,0,,7795,6937,2021-06-25,,0.348,0.31,0,14407
18420,US,,,cbsa,,iso1:us#cbsa:18420,,36953,0.056,other,15.9,,0.95,0.76,,,0.84,2,1,2,4,1,4,2,3300,74,,,,200,104,4,0.54,24,20,4,0.68,26,,10005,8944,2021-06-25,,0.271,0.242,0,18675
18460,US,,,cbsa,,iso1:us#cbsa:18460,,45328,0.01,other,1.9,,1.19,0.99,,,0.39,2,0,1,4,2,4,0,5222,164,,,,53,22,0,0.33,4,1,0,0.52,0,,14862,13275,2021-06-25,,0.328,0.293,0,27221
18500,US,,,cbsa,,iso1:us#cbsa:18500,,95379,0.006,other,1.2,,0.61,0.94,,,0.71,1,0,1,4,0,4,1,6963,146,,,,115,75,1,0.54,8,5,0,0.54,2,,41075,38014,2021-06-25,,0.431,0.399,0,
18580,US,,,cbsa,,iso1:us#cbsa:18580,,429024,0.051,other,5.5,,1.06,0.31,,,,1,1,1,4,1,4,4,44289,991,,,,2502,,39,,143,,9,,22,,190652,162166,2021-06-25,,0.444,0.378,0,340698
18620,US,,,cbsa,,iso1:us#cbsa:18620,,50113,0.022,other,5.4,,0.87,0.89,,,0.9,1,0,1,4,0,4,3,5931,154,,,,162,23,2,0.38,5,5,1,0.28,11,,17816,15241,2021-06-25,,0.356,0.304,0,32183
18660,US,,,cbsa,,iso1:us#cbsa:18660,,47581,0.009,other,1.5,,0.6,0.98,,,0.37,1,0,1,4,0,4,0,3931,63,,,,162,39,4,0.32,12,4,1,0.57,0,,23228,21576,2021-06-25,,0.488,0.453,0,
18700,US,,,cbsa,,iso1:us#cbsa:18700,,93053,0.047,other,3.5,,0.83,0.8,,,0.79,1,1,1,4,0,4,1,3275,22,,,,188,139,7,0.57,12,9,1,0.72,2,,60436,56646,2021-06-25,,0.649,0.609,0,114591
